timestamp,player,depth,num_legal_moves,time_seconds,nodes_visited,nodes_pruned,pruning_efficiency
2025-11-14 14:45:19.338,circle,3,59,0.076,6634,11584,63.59
2025-11-14 14:45:21.218,circle,3,70,0.093,6969,10400,59.88
2025-11-14 14:45:24.183,circle,3,72,0.107,7386,16197,68.68
2025-11-14 14:45:28.375,circle,3,74,0.141,9621,31353,76.52
2025-11-14 14:45:31.434,circle,3,84,0.170,11458,48833,81.00
2025-11-14 14:45:35.376,circle,3,84,0.121,7803,21575,73.44
2025-11-14 14:45:37.237,circle,3,84,0.052,3244,6420,66.43
2025-11-14 14:45:41.341,circle,3,93,0.163,9947,32686,76.67
2025-11-14 14:45:44.261,circle,3,79,0.193,13796,57846,80.74
2025-11-14 14:45:49.440,circle,3,94,0.172,12928,25600,66.45
2025-11-14 14:45:52.358,circle,3,75,0.109,8489,14947,63.78
2025-11-14 14:45:55.343,circle,3,93,0.117,8963,11942,57.13
2025-11-14 14:45:59.663,circle,3,79,0.111,7010,22649,76.36
2025-11-14 14:46:01.660,circle,3,88,0.103,7933,11211,58.56
2025-11-14 14:46:03.415,circle,3,69,0.101,6907,13089,65.46
2025-11-14 14:46:05.255,circle,3,69,0.116,9154,12424,57.58
2025-11-14 14:46:08.200,circle,3,69,0.084,6226,9524,60.47
2025-11-14 14:46:12.141,circle,3,68,0.129,10382,22093,68.03
2025-11-14 14:46:12.837,circle,3,68,0.109,8408,8546,50.41
2025-11-14 14:46:14.552,circle,3,68,0.100,5908,14073,70.43
2025-11-14 14:46:16.421,circle,3,79,0.120,7866,18453,70.11
2025-11-14 14:46:18.384,circle,3,79,0.235,18618,71833,79.42
2025-11-14 14:46:20.515,circle,3,93,0.404,45412,55896,55.17
2025-11-14 14:46:22.381,circle,3,81,0.122,7882,28042,78.06
2025-11-14 14:46:24.286,circle,3,81,0.103,7133,14212,66.58
2025-11-14 14:46:26.196,circle,3,81,0.163,11957,38581,76.34
2025-11-14 14:46:28.088,circle,3,110,0.217,19156,32503,62.92
2025-11-14 14:46:30.020,circle,3,114,0.177,16446,18687,53.19
2025-11-14 14:46:31.791,circle,3,98,0.136,10503,21531,67.21
2025-11-14 14:46:33.508,circle,3,98,0.004,215,0,0.00
2025-11-14 14:46:34.315,circle,3,98,0.230,17608,98030,0.00
2025-11-14 14:46:36.323,circle,3,135,0.250,25439,24784,49.35
2025-11-14 14:46:38.245,circle,3,156,0.224,17949,27721,60.70
2025-11-14 15:27:51.168,square,4,48,0.385,26784,145659,84.47
2025-11-14 15:27:53.806,square,4,47,0.246,16759,96990,85.27
2025-11-14 15:27:56.448,square,4,52,0.390,27279,182165,86.98
2025-11-14 15:27:58.776,square,4,53,0.554,41182,252793,85.99
2025-11-14 15:28:01.254,square,4,81,0.653,32649,470658,93.51
2025-11-14 15:28:03.352,square,4,54,0.285,12473,193124,93.93
2025-11-14 15:28:05.488,square,4,57,0.252,6729,198759,96.73
2025-11-14 15:28:07.651,square,4,57,0.224,22018,27530,0.00
2025-11-14 15:28:08.770,square,4,57,0.007,141,223,61.26
2025-11-14 15:28:10.597,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:12.357,square,4,57,0.012,420,256,0.00
2025-11-14 15:28:14.077,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:16.107,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:18.332,square,4,57,0.006,311,0,0.00
2025-11-14 15:28:19.977,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:21.735,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:23.397,square,4,57,0.009,311,0,0.00
2025-11-14 15:28:25.132,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:26.882,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:29.124,square,4,57,0.008,311,0,0.00
2025-11-14 15:28:31.216,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:32.862,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:33.533,square,4,57,0.009,311,0,0.00
2025-11-14 15:28:35.242,square,4,57,0.004,140,170,54.84
2025-11-14 15:28:36.882,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:38.749,square,4,57,0.008,311,0,0.00
2025-11-14 15:28:41.080,square,4,57,0.006,140,170,54.84
2025-11-14 15:28:43.252,square,4,57,0.003,138,0,0.00
2025-11-14 15:28:43.982,square,4,57,0.007,311,0,0.00
2025-11-14 15:28:46.056,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:47.819,square,4,57,0.002,138,0,0.00
2025-11-14 15:28:49.765,square,4,57,0.007,311,0,0.00
2025-11-14 15:28:51.835,square,4,57,0.007,140,170,54.84
2025-11-14 15:28:53.492,square,4,57,0.005,138,0,0.00
2025-11-14 15:28:55.237,square,4,57,0.007,311,0,0.00
2025-11-14 15:28:56.983,square,4,57,0.005,140,170,54.84
2025-11-14 15:28:58.632,square,4,57,0.003,138,0,0.00
2025-11-14 15:29:00.692,square,4,57,0.008,311,0,0.00
2025-11-14 15:29:02.448,square,4,57,0.005,140,170,54.84
2025-11-14 15:29:04.034,square,4,57,0.003,138,0,0.00
2025-11-14 15:29:05.757,square,4,57,0.008,311,0,0.00
2025-11-14 15:29:07.502,square,4,57,0.005,140,170,54.84
2025-11-14 15:29:09.154,square,4,57,0.004,138,0,0.00
2025-11-14 15:29:11.024,square,4,57,0.008,311,0,0.00
2025-11-14 15:29:12.761,square,4,57,0.005,140,170,54.84
2025-11-14 15:29:14.408,square,4,57,0.003,138,0,0.00
2025-11-14 15:29:16.361,square,4,57,0.007,311,0,0.00
2025-11-14 15:29:18.120,square,4,57,0.005,140,170,54.84
2025-11-14 15:29:44.971,circle,4,48,0.237,12063,108467,89.99
2025-11-14 15:29:47.457,circle,4,47,0.273,14985,133782,89.93
2025-11-14 15:29:48.368,circle,4,46,0.221,11800,94470,88.90
2025-11-14 15:29:50.633,circle,4,52,0.442,27321,199872,87.97
2025-11-14 15:29:52.832,circle,4,53,0.491,36386,240900,86.88
2025-11-14 15:29:55.567,circle,4,81,0.537,20095,432303,95.56
2025-11-14 15:29:57.782,circle,4,54,0.272,11101,173364,93.98
2025-11-14 15:29:59.178,circle,4,57,0.252,6958,194388,96.54
2025-11-14 15:30:01.655,circle,4,57,0.167,15279,21553,35.82
2025-11-14 15:30:03.961,circle,4,65,0.270,7214,218058,96.80
2025-11-14 15:30:05.967,circle,4,65,0.118,8846,12755,20.82
2025-11-14 15:30:08.196,circle,4,71,0.387,14521,280286,95.07
2025-11-14 15:30:10.550,circle,4,68,0.586,34158,359755,91.33
2025-11-14 15:30:13.276,circle,4,71,0.591,28415,417926,93.63
2025-11-14 15:30:15.703,circle,4,80,0.677,39132,381052,90.69
2025-11-14 15:30:19.117,circle,4,63,0.472,41992,140577,77.00
2025-11-14 15:30:21.486,circle,4,92,0.493,20829,366848,94.63
2025-11-14 15:30:24.013,circle,4,65,0.481,27488,280754,91.08
2025-11-14 15:30:25.249,circle,4,72,0.473,18998,344836,94.78
2025-11-14 15:30:27.489,circle,4,74,0.510,24402,348030,93.45
2025-11-14 15:30:30.001,circle,4,65,0.657,44212,314944,87.69
2025-11-14 15:30:32.367,circle,4,88,0.655,37631,331679,89.81
2025-11-14 15:30:34.852,circle,4,88,0.664,29238,462825,94.06
2025-11-14 15:30:36.758,circle,4,97,1.254,63470,858627,93.12
2025-11-14 15:30:39.424,circle,4,102,0.804,33746,642459,95.01
2025-11-14 15:30:42.787,circle,4,86,1.383,143550,345254,70.63
2025-11-14 15:30:47.314,circle,4,90,1.430,105399,652900,86.10
2025-11-14 15:30:51.341,circle,4,79,1.071,114617,235021,67.22
2025-11-14 15:30:54.729,circle,4,77,1.577,175339,276369,61.18
2025-11-14 15:30:58.607,circle,4,82,0.604,32858,374546,91.93
2025-11-14 15:31:01.022,circle,4,69,0.343,17956,185774,91.19
2025-11-14 15:31:03.816,circle,4,69,1.073,102021,290629,74.02
2025-11-14 15:31:07.063,circle,4,61,0.406,26624,184156,87.37
2025-11-14 15:31:09.862,circle,4,72,0.928,77846,305804,79.71
2025-11-14 15:31:13.086,circle,4,95,1.370,94385,633475,87.03
2025-11-14 15:31:17.232,circle,4,100,1.213,106509,416827,79.65
2025-11-14 15:31:20.325,circle,4,112,1.292,86247,633351,88.01
2025-11-14 15:31:23.379,circle,4,81,1.134,94425,420792,81.67
2025-11-14 15:31:27.604,circle,4,96,2.290,188563,791472,80.76
2025-11-14 15:31:31.396,circle,4,91,0.821,46471,487929,91.30
2025-11-14 15:31:33.947,circle,4,72,0.687,49910,306401,85.99
2025-11-14 15:31:36.087,circle,4,61,0.252,6785,173357,96.23
2025-11-14 15:31:38.208,circle,4,74,0.301,9177,223011,96.05
2025-11-14 15:57:11.482,square,4,54,0.700,45097,252455,84.84
2025-11-14 15:57:18.113,square,4,69,4.488,373008,785761,67.81
2025-11-14 15:57:20.807,square,4,78,0.897,51450,390288,88.35
2025-11-14 15:57:24.759,square,4,75,1.019,54365,474425,89.72
2025-11-14 15:57:29.268,square,4,83,2.644,224683,631603,73.76
2025-11-14 15:57:32.015,square,4,87,0.861,46307,439709,90.47
2025-11-14 15:57:36.571,square,4,93,1.576,84906,836550,90.79
2025-11-14 15:57:40.901,square,4,93,1.407,69224,782019,91.87
2025-11-14 15:57:44.992,square,4,86,1.061,60862,475507,88.65
2025-11-14 15:57:46.864,square,4,86,0.048,973,5027,83.78
2025-11-14 15:57:48.707,square,4,86,0.033,1383,2619,0.00
2025-11-14 15:57:52.920,square,4,86,1.256,73942,523881,87.63
2025-11-14 15:57:55.926,square,4,118,1.259,43375,868294,95.24
2025-11-14 15:57:58.979,square,4,112,1.227,45641,832420,94.80
2025-11-14 15:58:03.566,square,4,131,1.588,41808,1363737,97.03
2025-11-14 15:58:08.509,square,4,144,2.004,51423,1640408,96.96
2025-11-14 15:58:13.100,square,4,120,1.542,58931,1110729,94.96
2025-11-14 15:58:17.655,square,4,124,1.543,53218,1118409,95.46
2025-11-14 15:58:21.910,square,4,101,1.230,31851,1031809,97.01
2025-11-14 15:58:24.894,square,4,97,1.096,54279,601937,91.73
2025-11-14 15:58:29.217,square,4,106,1.274,55031,839694,93.85
2025-11-14 15:58:35.339,square,4,116,3.820,258923,1342677,83.83
2025-11-14 15:58:39.373,square,4,98,1.114,55490,633655,91.95
2025-11-14 15:58:43.553,square,4,86,2.406,180001,811675,81.85
2025-11-14 15:58:47.680,square,4,87,0.903,32143,662545,95.37
2025-11-14 15:58:52.773,square,4,92,1.016,35657,762650,95.53
2025-11-14 15:58:57.330,square,4,85,1.551,110569,581428,84.02
2025-11-14 15:59:01.602,square,4,126,1.289,38379,1082529,96.58
2025-11-14 15:59:06.254,square,4,89,0.892,28808,665610,95.85
2025-11-14 15:59:09.046,square,4,95,1.068,40408,705233,94.58
2025-11-14 15:59:15.198,square,4,93,3.124,286716,818005,74.05
2025-11-14 15:59:19.406,square,4,95,1.365,75107,755728,90.96
2025-11-14 15:59:23.549,square,4,97,1.282,75791,653629,89.61
2025-11-14 15:59:27.849,square,4,108,1.001,34563,703689,95.32
2025-11-14 15:59:33.651,square,4,106,1.755,117067,667903,85.09
2025-11-14 15:59:37.549,square,4,91,0.848,27833,585164,95.46
2025-11-14 15:59:42.397,square,4,100,1.977,148303,587320,79.84
2025-11-14 15:59:45.134,square,4,91,1.014,39663,618190,93.97
2025-11-14 15:59:46.967,square,4,91,0.005,184,89,32.60
2025-11-14 15:59:53.841,square,4,91,4.045,360921,619840,0.00
2025-11-14 15:59:58.285,square,4,88,1.485,86470,681259,88.74
2025-11-14 16:00:06.317,square,4,159,5.062,460436,1014205,68.78
2025-11-14 16:00:10.449,square,4,91,1.275,82976,469340,84.98
2025-11-14 16:00:15.264,square,4,107,1.854,155461,450756,74.36
2025-11-14 16:00:19.119,square,4,99,0.764,15901,603889,97.43
2025-11-14 16:00:21.753,square,4,108,0.807,17861,660063,97.37
2025-11-14 16:00:23.601,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:24.324,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:24.947,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:25.574,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:26.186,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:26.907,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:27.529,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:28.147,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:28.762,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:29.446,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:30.111,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:30.727,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:31.339,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:31.972,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:32.572,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:33.128,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:33.710,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:34.347,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:34.903,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:35.593,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:36.299,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:36.985,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:37.848,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:38.719,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:39.487,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:40.099,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:40.718,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:41.367,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:41.958,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:42.575,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:43.420,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:43.982,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:44.550,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:45.353,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:46.226,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:46.940,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:47.805,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:48.674,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:49.277,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:49.896,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:50.512,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:51.140,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:51.766,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:52.371,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:53.095,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:53.712,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:54.538,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:55.164,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:55.770,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:56.386,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:57.007,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:57.636,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:58.323,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:58.898,square,4,97,0.000,1,0,0.00
2025-11-14 16:00:59.476,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:00.035,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:00.627,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:01.235,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:01.853,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:02.472,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:03.292,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:03.982,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:04.645,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:05.372,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:05.973,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:06.548,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:07.208,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:07.832,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:08.444,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:09.062,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:09.683,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:10.301,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:10.931,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:11.540,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:12.156,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:12.775,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:13.641,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:14.222,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:14.786,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:15.349,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:15.982,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:16.803,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:17.414,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:18.038,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:18.654,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:19.279,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:19.885,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:20.508,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:21.126,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:21.752,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:22.363,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:22.980,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:23.601,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:24.218,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:24.835,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:25.452,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:26.078,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:26.716,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:27.320,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:27.929,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:28.657,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:29.267,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:29.887,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:30.611,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:31.175,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:31.852,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:32.408,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:32.985,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:33.602,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:34.273,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:34.876,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:35.421,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:36.286,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:36.897,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:37.513,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:38.071,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:38.650,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:39.267,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:39.892,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:40.524,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:41.078,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:41.635,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:42.204,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:42.784,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:43.391,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:43.935,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:44.532,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:45.148,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:45.773,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:46.388,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:47.001,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:47.617,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:48.285,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:48.850,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:49.474,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:50.106,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:50.711,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:51.327,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:51.964,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:52.586,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:53.232,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:53.913,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:54.536,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:55.146,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:55.807,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:56.381,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:57.278,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:58.130,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:58.753,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:59.369,square,4,97,0.000,1,0,0.00
2025-11-14 16:01:59.997,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:01.015,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:01.637,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:02.252,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:02.874,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:03.491,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:04.130,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:04.702,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:05.352,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:05.978,square,4,97,0.000,1,0,0.00
2025-11-14 16:02:06.585,square,4,97,0.000,1,0,0.00
2025-11-14 16:28:39.645,square,4,54,0.695,45059,252828,84.87
2025-11-14 16:28:45.779,square,4,69,4.251,373058,787063,67.84
2025-11-14 16:28:48.346,square,4,78,0.847,52069,389849,88.22
2025-11-14 16:28:51.011,square,4,75,0.934,52659,475315,90.03
2025-11-14 16:28:55.405,square,4,83,2.411,224762,631743,73.76
2025-11-14 16:28:58.022,square,4,87,0.831,46392,439206,90.45
2025-11-14 16:29:01.487,square,4,93,1.497,84555,837100,90.83
2025-11-14 16:29:05.829,square,4,93,1.320,69306,782882,91.87
2025-11-14 16:29:09.726,square,4,86,0.982,59122,476779,88.97
2025-11-14 16:29:12.038,square,4,86,0.046,708,4817,87.19
2025-11-14 16:29:14.867,square,4,86,0.039,1433,3172,0.00
2025-11-14 16:29:18.760,square,4,86,1.151,74211,523654,87.59
2025-11-14 16:29:21.672,square,4,118,1.180,42394,868994,95.35
2025-11-14 16:29:24.666,square,4,112,1.177,45499,832643,94.82
2025-11-14 16:29:29.041,square,4,131,1.546,42006,1362731,97.01
2025-11-14 16:29:33.805,square,4,144,1.865,51591,1640341,96.95
2025-11-14 16:29:38.591,square,4,120,1.480,58905,1110300,94.96
2025-11-14 16:29:42.741,square,4,124,1.431,53143,1118739,95.47
2025-11-14 16:29:46.914,square,4,101,1.164,31907,1031867,97.00
2025-11-14 16:29:50.809,square,4,97,1.042,54086,602433,91.76
2025-11-14 16:29:54.887,square,4,106,1.201,55118,838092,93.83
2025-11-14 16:30:01.394,square,4,116,3.478,259128,1342670,83.82
2025-11-14 16:30:05.246,square,4,98,1.038,56565,632822,91.79
2025-11-14 16:30:10.397,square,4,86,2.269,183447,809344,81.52
2025-11-14 16:30:14.223,square,4,87,0.853,32098,662486,95.38
2025-11-14 16:30:18.148,square,4,92,0.963,35747,762576,95.52
2025-11-14 16:30:22.576,square,4,85,1.471,111225,581098,83.93
2025-11-14 16:30:27.201,square,4,125,1.652,81438,1077999,92.98
2025-11-14 16:30:31.758,square,4,123,1.685,81133,1139377,93.35
2025-11-14 16:30:36.280,square,4,118,1.675,66572,1271114,95.02
2025-11-14 16:30:41.379,square,4,140,1.821,60996,1519203,96.14
2025-11-14 16:30:45.651,square,4,116,1.358,61045,956415,94.00
2025-11-14 16:30:51.217,square,4,110,1.245,55126,889362,94.16
2025-11-14 16:30:56.288,square,4,90,0.937,47758,550380,92.02
2025-11-14 16:31:00.117,square,4,89,0.975,53496,522308,90.71
2025-11-14 16:31:05.277,square,4,89,2.322,202675,691216,77.33
2025-11-14 16:31:08.640,square,4,89,1.591,128123,649324,83.52
2025-11-14 16:31:13.656,square,4,87,0.908,45482,543873,92.28
2025-11-14 16:31:19.524,square,4,107,2.753,278324,549419,66.38
2025-11-14 16:31:23.620,square,4,107,0.922,36190,666304,94.85
2025-11-14 16:31:27.736,square,4,111,1.265,45413,991089,95.62
2025-11-14 16:31:32.105,square,4,122,1.418,60733,1002259,94.29
2025-11-14 16:31:35.238,square,4,119,1.251,28208,1135613,97.58
2025-11-14 16:31:39.494,square,4,132,1.465,65885,1086069,94.28
2025-11-14 16:31:43.361,square,4,132,0.713,62526,175340,46.07
2025-11-14 16:31:48.743,square,4,131,1.457,42033,1259119,96.77
2025-11-14 16:31:54.135,square,4,125,1.285,25946,1146298,97.79
2025-11-14 16:31:56.743,square,4,122,0.910,21781,774174,97.26
2025-11-14 16:31:58.661,square,4,113,0.000,1,0,0.00
2025-11-14 16:31:59.238,square,4,113,0.000,1,0,0.00
2025-11-14 16:31:59.855,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:00.473,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:01.099,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:01.710,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:02.628,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:03.202,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:03.774,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:04.398,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:05.024,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:05.632,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:06.248,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:06.864,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:07.439,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:08.106,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:08.720,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:09.349,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:09.944,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:10.578,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:11.197,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:11.814,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:12.437,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:13.064,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:13.678,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:14.298,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:14.913,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:15.538,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:16.147,square,4,113,0.000,1,0,0.00
2025-11-14 16:32:16.762,square,4,113,0.000,1,0,0.00
